Action,Cours_Prec,Cours_Cloture,Var_Trim,Volume,Quantite,Nb_Seances,Date_Rapport
MANAGEM,1960.0,1651.0,-0.1577,64472911.0,35387.0,60.0,20230927
MAROC LEASING,356.0,379.0,0.0646,121193.5,326.0,12.0,20230927
MED PAPER,24.97,23.0,-0.0789,13252723.36,522255.0,60.0,20230927
MICRODATA,528.0,530.5,0.004699999999999999,19127861.0,36431.0,55.0,20230927
MINIERE TOUISSIT,1800.0,1850.0,0.0278,80363252.0,42327.0,50.0,20230927
MUTANDIS SCA,232.0,241.5,0.0409,104541097.0,437146.0,60.0,20230927
OULMES,1590.0,1352.0,-0.1497,14380.0,10.0,4.0,20230927
PROMOPHARM S.A.,950.0,1031.0,0.08529999999999999,305420.4,303.0,24.0,20230927
REALISATIONS MECANIQUES,155.0,139.5,-0.1,89941.1,600.0,12.0,20230927
REBAB COMPANY,93.5,81.8,-0.1251,83706.64,964.0,20.0,20230927
RESIDENCES DAR SAADA,17.3,21.8,0.2601,57851451.47,2935510.0,60.0,20230927
RISMA,166.85,210.0,0.2586,118163252.55,581579.0,60.0,20230927
SALAFIN,550.0,592.6,0.0775,4850447.5,8567.0,35.0,20230927
SAMIR,127.8,127.8,0.0,0.0,0.0,0.0,20230927
SANLAM MAROC,1000.0,1150.0,0.15,19465103.0,17964.0,25.0,20230927
SMI,1218.0,1315.0,0.0796,16053353.0,12200.0,55.0,20230927
S.M MONETIQUE,167.0,175.5,0.0509,172196.9,1025.0,24.0,20230927
SNEP,515.0,471.0,-0.08539999999999999,44499232.7,85348.0,59.0,20230927
SOCIETE DES BOISSONS DU M,2550.0,2700.0,0.0588,37955103.0,13624.0,39.0,20230927
SODEP-Marsa Maroc,252.0,269.0,0.0675,348184587.8,1303188.0,60.0,20230927
SONASID,580.0,550.0,-0.051699999999999996,111455456.3,195819.0,60.0,20230927
SOTHEMA,1161.0,999.0,-0.13949999999999999,32275175.8,29107.0,52.0,20230927
STOKVIS NORD AFRIQUE,11.5,12.12,0.053899999999999997,1409592.9,114279.0,56.0,20230927
STROC INDUSTRIE,34.99,31.08,-0.1117,383312.4,11442.0,53.0,20230927
TAQA MOROCCO,1016.0,1037.0,0.0207,87539112.0,80222.0,59.0,20230927
TGCC S.A,146.5,153.0,0.0444,146222373.3,976891.0,60.0,20230927
TIMAR,385.0,559.0,0.45189999999999997,715408.8,1654.0,34.0,20230927
TOTALENERGIES MARKETING,1300.0,1150.0,-0.11539999999999999,40556230.0,33634.0,49.0,20230927
UNIMER,159.9,158.0,-0.011899999999999999,39424.0,247.0,7.0,20230927
WAFA ASSURANCE,4100.0,4150.0,0.012199999999999999,208583769.0,51122.0,39.0,20230927
ZELLIDJA S.A,88.0,84.5,-0.0398,1774.5,21.0,1.0,20230927
