Action,Cours_Prec,Cours_Cloture,Var_Trim,Volume,Quantite,Nb_Seances,Date_Rapport
DELATTRE LEVIVIER MAROC,40.0,40.0,0.0,0.0,0.0,0.0,20250630
DELTA HOLDING,82.0,80.0,-0.024399999999999998,472178457.85,5783066.0,61.0,20250630
DIAC SALAF,26.25,26.25,0.0,0.0,0.0,0.0,20250630
DISTY TECHNOLOGIES,317.9,348.0,0.0947,35012228.45,108344.0,61.0,20250630
DISWAY,799.8,768.0,-0.0398,27210272.0,34594.0,56.0,20250630
DOUJA PROM ADDOHA,45.58,36.99,-0.1885,1019053669.71,26712074.0,61.0,20250630
ENNAKL,35.1,34.4,-0.0199,12495171.06,366400.0,61.0,20250630
EQDOM,1110.0,1260.0,0.1351,36270471.0,33988.0,45.0,20250630
FENIE BROSSETTE,279.0,414.95,0.48729999999999996,95020770.0,314466.0,61.0,20250630
HPS,620.0,580.0,-0.0645,318792900.1,562231.0,61.0,20250630
IB MAROC.COM,40.5,79.24,0.9565,1035038.28,23287.0,53.0,20250630
INVOLYS,98.0,210.7,1.15,8084856.6,57809.0,53.0,20250630
ITISSALAT AL-MAGHRIB,122.5,111.15,-0.09269999999999999,1506111074.65,13412560.0,61.0,20250630
JET CONTRACTORS,2400.0,1998.0,-0.1675,1043750455.0,491436.0,61.0,20250630
LABEL VIE,4429.0,4400.0,-0.006500000000000001,1227370689.0,279076.0,61.0,20250630
LafargeHolcim Maroc,1903.0,1925.0,0.0116,611335829.0,317141.0,61.0,20250630
LESIEUR CRISTAL,290.0,300.0,0.0345,4070284.65,14453.0,43.0,20250630
M2M Group,571.0,511.1,-0.10490000000000001,6166007.9,11948.0,54.0,20250630
MAGHREBAIL,977.0,915.6,-0.06280000000000001,933773.1,1006.0,25.0,20250630
MAGHREB OXYGENE,453.0,447.95,-0.0111,1007200.15,2307.0,53.0,20250630
MANAGEM,5020.0,5250.0,0.0458,525212297.0,103780.0,60.0,20250630
MAROC LEASING,372.0,358.0,-0.037599999999999995,195475.8,529.0,24.0,20250630
MED PAPER,23.49,27.79,0.18309999999999998,12852455.95,585578.0,61.0,20250630
MICRODATA,824.0,830.0,0.0073,22945634.7,27427.0,46.0,20250630
MINIERE TOUISSIT,1950.0,2370.0,0.21539999999999998,127299617.0,65409.0,59.0,20250630
MUTANDIS SCA,310.0,295.05,-0.0482,262574728.7,882850.0,61.0,20250630
OULMES,1250.0,1239.0,-0.0088,208179.0,175.0,20.0,20250630
PROMOPHARM S.A.,970.0,1110.0,0.14429999999999998,1068668.1,1040.0,34.0,20250630
REALISATIONS MECANIQUES,416.0,595.8,0.4322,21528501.95,45542.0,58.0,20250630
REBAB COMPANY,90.0,76.0,-0.15560000000000002,117674.19,1510.0,20.0,20250630
RESIDENCES DAR SAADA,115.0,125.0,0.087,741586851.83,6908194.0,61.0,20250630
RISMA,300.0,340.0,0.1333,84686252.55,274827.0,61.0,20250630
SALAFIN,675.0,620.0,-0.0815,21020538.9,32143.0,38.0,20250630
SAMIR,127.8,127.8,0.0,0.0,0.0,0.0,20250630
SANLAM MAROC,1800.0,1788.0,-0.0067,14657076.0,7355.0,49.0,20250630
SMI,2390.0,2410.0,0.0084,85827900.0,36469.0,60.0,20250630
S.M MONETIQUE,428.0,633.0,0.479,102245376.95,182605.0,61.0,20250630
SNEP,616.1,690.1,0.1201,116748296.4,167077.0,61.0,20250630
SOCIETE DES BOISSONS DU M,2100.0,1935.0,-0.0786,42580946.0,20641.0,60.0,20250630
SODEP-Marsa Maroc,750.0,810.0,0.08,2304371504.3,3016809.0,61.0,20250630
SONASID,1900.0,2550.0,0.3421,569511963.0,259801.0,61.0,20250630
SOTHEMA,1139.0,1475.0,0.295,160238872.2,122168.0,61.0,20250630
STOKVIS NORD AFRIQUE,51.3,60.18,0.17309999999999998,252908065.95,4268252.0,61.0,20250630
STROC INDUSTRIE,62.0,248.75,3.0120999999999998,86212813.55,700245.0,61.0,20250630
TAQA MOROCCO,2310.0,2800.0,0.2121,1016605467.0,403585.0,60.0,20250630
TGCC S.A,700.0,860.0,0.2286,2393360741.8,3072716.0,61.0,20250630
TOTALENERGIES MARKETING,1849.0,1785.0,-0.0346,390599210.0,208535.0,61.0,20250630
UNIMER,171.6,164.0,-0.0443,739413.7,4455.0,18.0,20250630
WAFA ASSURANCE,5100.0,5200.0,0.0196,184364110.0,36406.0,50.0,20250630
ZELLIDJA S.A,156.85,179.1,0.1419,371326.15,2356.0,31.0,20250630
